unique_gauge_id,longitude,latitude,HYBAS_ID,NEXT_DOWN,UP_AREA,SUB_AREA,continent,provider,data_source,is_hybas_entry,assigned,generous,rp2,rp5,file_present_all_null,f1_of_record,has_metric_file
GRDC_1104150,0.27,36.02,1120030450,0,44435.7,141.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1104200,0.68,35.5,1120089610,1120088400,5521.6,41.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104300,1.12,35.87,1120087050,1120086480,1941.6,116.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104450,2.82,36.67,1120030680,0,2038.7,22.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1104480,3.42,36.65,1120030740,0,158.0,158.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104500,3.58,36.62,1120083320,1120083130,3763.2,176.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104530,3.87,36.8,1120030780,0,2504.4,231.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104600,4.6,36.42,1120084570,1120084470,4139.8,199.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1104700,6.3,36.23,1120085190,1120085340,1222.9,175.8,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1104800,7.72,36.45,1120084320,1121660970,554.1,47.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1107700,-1.45,35.15,1121664330,1120030310,7090.2,178.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1107800,-1.22,35.07,1121664800,1120092450,1308.0,93.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112100,-11.28,14.45,1120644790,1120644270,102685.1,95.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1112110,-11.13,14.31,1120644470,1120644790,101928.7,62.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1112200,-11.38,13.23,1121906890,1120686130,14912.3,164.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112300,-11.13,13.83,1121896320,1120659570,145198.0,144.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112320,-9.23,13.36,1121902260,1120675110,5016.9,164.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1112330,-9.53,13.34,1120681900,1120677890,16487.4,145.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1112340,-9.88,13.45,1120677890,1120675460,16795.8,162.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112350,-10.48,13.14,1120689180,1120685600,29019.4,49.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112400,-11.23,12.31,1120718910,1120720030,5362.5,174.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1112480,-10.2,12.15,1120727970,1120726500,20760.3,29.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1112500,-10.16,12.33,1120726500,1120723210,21073.7,41.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134020,-8.55,11.15,1121939410,1120766460,23721.0,87.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134030,-8.6667,11.6833,1120748680,1120748210,71084.0,223.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134040,-8.23,11.97,1120738320,1120737110,33262.9,156.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134050,-8.17,11.58,1121930330,1120744170,32374.5,134.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134060,-8.2,11.13,1120770210,1120769340,4158.3,0.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134080,-7.67,10.8,1120780240,1120778600,8564.7,164.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134100,-7.55,12.8667,1121912140,1121911290,118529.8,172.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134110,-7.45,11.4,1121935350,1121935030,15122.7,178.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134150,-6.85,11.07,1120772260,1120772020,3149.6,204.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134200,-6.8,12.52,1120718500,1120717700,31724.4,31.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134220,-6.57,11.42,1120758950,1120753530,31206.6,82.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
hybas_1120758950,-6.581250000002682,11.427083333332233,1120758950,1120753530,31206.6,82.2,AFRICA,23,catalogue.csv,True,True,False,False,False,False,,False
GRDC_1134250,-6.05,13.7167,1120670650,1121900350,132879.7,52.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134300,-5.9,13.2167,1120690300,1120690900,101928.0,142.8,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134310,-6.68,12.02,1120731720,1120731730,721.7,89.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134320,-6.68,12.02,1120734800,1120734110,176.0,176.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134350,-5.58,11.68,1120747090,1121928500,3840.3,193.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
hybas_1120747090,-5.610416666669437,11.735416666665683,1120747090,1121928500,3840.3,193.0,AFRICA,23,catalogue.csv,True,True,False,False,False,False,,False
GRDC_1134400,-5.37,13.95,1121895840,1121895580,133678.2,141.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134420,-5.02,14.17,1121891720,1121890120,300.5,149.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134450,-4.92,13.38,1120682900,1121903600,112987.1,77.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134460,-4.98,14.15,1121892440,1121891870,134500.3,63.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134480,-4.25,14.02,1120658110,1120654450,126750.0,19.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134500,-4.22,14.53,1121886020,1120634810,275495.8,194.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134505,-4.22,14.53,1121886020,1120634810,275495.8,194.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134600,-4.23,15.4,1120609780,1120609220,301876.1,120.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134620,-3.65,16.42,1121859690,1121858650,8575.0,140.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134630,-3.75,16.13,1120584110,1120584360,474.4,96.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134650,-3.7,15.82,1120591740,1120591420,14528.6,120.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134700,-3.3833,16.2667,1120576250,1120575020,362177.3,142.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134705,-3.22,16.13,1120583590,1120580940,1719.0,96.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1134730,-3.0333,16.6666,1121856630,1120563820,378944.5,128.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134850,-0.58,16.93,1120552270,1120552280,416804.4,153.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1134900,0.5,15.6667,1120604190,1120606800,530087.5,118.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1147010,15.3,-4.3,1121235850,1122117630,3634945.8,93.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
GRDC_1147013,15.333333,-4.136667,1121235850,1122117630,3634945.8,93.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1447150,15.32,-4.27,1121235850,1122117630,3634945.8,93.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1147011,25.45,-0.35,1122085460,1122084960,950207.2,201.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1147012,25.916666,-2.95,1121207470,1121204990,801246.8,217.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1150200,17.383333,-3.183333,1122108820,1121213450,748632.6,220.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1150201,20.583333,-4.333333,1121236200,1121235380,241673.4,140.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
GRDC_1159100,17.721389,-28.757778,1121626650,1121625650,786079.8,249.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_D8H003,17.72159,-28.75798,1121626650,1121625650,786079.8,249.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D8H010,17.72965,-28.76118,1121626650,1121625650,786079.8,249.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159103,19.15192169,-28.96340283,1121628520,1121628410,764462.4,155.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.22222222222222224,True
DWS_D8H008,19.15192,-28.9634,1121628520,1121628410,764462.4,155.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159105,16.89833,-28.07583,1121620470,1121621100,881229.9,206.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4444444444444444,True
MAWLR_485M01,16.883329999999997,-28.116670000000003,1121620470,1121621100,881229.9,206.5,AFRICA,20,SITE_NAMIBIA.csv,False,True,False,False,False,False,,False
MAWLR_485M02,16.898329999999998,-28.07583,1121620470,1121621100,881229.9,206.5,AFRICA,20,SITE_NAMIBIA.csv,False,True,False,False,False,False,,False
DWS_D8H006,16.88269,-28.10122,1121620470,1121621100,881229.9,206.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D8H015,16.898329999999998,-28.07583,1121620470,1121621100,881229.9,206.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159110,20.357778,-31.806667,1121648210,1121648000,1563.3,126.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_D5H003,20.35805,-31.806859999999997,1121648210,1121648000,1563.3,126.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159120,20.578056,-31.815278,1121648510,1122295290,1712.6,186.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,,True
DWS_D5H011,20.57805,-31.81547,1121648510,1122295290,1712.6,186.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159125,20.47416897,-31.43716033,1122294500,1121646010,9020.0,134.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,False,False,,True
DWS_D5H017,20.47416,-31.43716,1122294500,1121646010,9020.0,134.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159130,20.519167,-30.474444,1122291870,1121638900,37956.6,165.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_D5H016,20.519170000000003,-30.47471,1122291870,1121638900,37956.6,165.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159131,21.322222,-31.366111,1121646050,1121646040,13073.1,34.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_D5H013,21.32225,-31.36633,1121646050,1121646040,13073.1,34.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159290,20.72242939,-28.77466011,1121626600,1121626210,346737.6,13.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.25,True
DWS_D7H014,20.72242,-28.774659999999997,1121626600,1121626210,346737.6,13.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159300,21.239167,-28.457778,1121624350,1121625000,342768.7,207.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_D7H005,21.23923,-28.4579,1121624350,1121625000,342768.7,207.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159301,22.745833,-29.651667,1122289470,1121632720,320698.9,144.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_D7H002,22.74591,-29.65171,1122289470,1121632720,320698.9,144.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159302,23.695833,-29.161944,1121629430,1121629420,97116.8,118.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_C9H004,23.63622,-29.07119,1121629430,1121629420,97116.8,118.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D3H008,23.69594,-29.16201,1121629430,1121629420,97116.8,118.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D3H025,23.69594,-29.16201,1121629430,1121629420,97116.8,118.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159303,24.4375,-29.814722,1121634320,1121633700,91517.7,137.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_D3H005,24.43763,-29.814759999999996,1121634320,1121633700,91517.7,137.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D3H016,24.40957,-29.78948,1121634320,1121633700,91517.7,137.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_D3H027,24.43763,-29.814759999999996,1121634320,1121633700,91517.7,137.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159304,23.57510692,-29.1828515,1121630230,1122288420,282936.3,133.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_D7H012,23.5751,-29.18285,1121630230,1122288420,282936.3,133.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159305,24.9625,-30.53472222,1121640080,1121639570,8250.5,118.8,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_D3H015,24.9625,-30.53472,1121640080,1121639570,8250.5,118.8,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159310,26.318056,-29.144167,1121629730,1121628500,400.2,128.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.5882352941176471,True
DWS_C5H007,26.31805,-29.14416,1121629730,1121628500,400.2,128.9,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159320,25.972778,-29.658056,1121633220,1121632920,2808.1,214.8,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4705882352941177,True
DWS_C5H012,25.97277,-29.65805,1121633220,1121632920,2808.1,214.8,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159321,26.2117,-29.8125,1121634420,1121634210,694.5,246.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_C5H008,26.21185,-29.81254,1121634420,1121634210,694.5,246.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159325,26.214444,-29.9025,1121634930,1121634480,243.0,243.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C5H009,26.21462,-29.90254,1121634930,1121634480,243.0,243.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159330,24.59916667,-29.0425,1121629130,1122287740,25554.7,62.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C5H014,24.59916,-29.0425,1121629130,1122287740,25554.7,62.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159333,26.57222222,-29.16083333,1121629810,1121629580,1922.0,56.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.6,True
DWS_C5H003,26.57222,-29.160829999999997,1121629810,1121629580,1922.0,56.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159335,24.63833333,-29.02861111,1121629090,1121629130,12890.0,92.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C5H018,24.64041,-29.04369,1121629090,1121629130,12890.0,92.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C5H035,24.63833,-29.028609999999997,1121629090,1121629130,12890.0,92.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159337,26.32111111,-28.94861111,1121627570,1121627310,4729.2,195.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.5714285714285714,True
DWS_C5H053,26.321109999999997,-28.94861,1121627570,1121627310,4729.2,195.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159400,24.745833,-27.573333,1121615380,1121615870,11246.4,126.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.5,True
DWS_C3H003,24.74598,-27.5735,1121615380,1121615870,11246.4,126.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159403,24.61514311,-27.90320789,1121618580,1122283830,24499.2,44.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4615384615384615,True
DWS_C3H007,24.61514,-27.9032,1121618580,1122283830,24499.2,44.9,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159405,24.29707622,-28.38651139,1121623250,1121623240,31051.1,81.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.14285714285714288,True
DWS_C3H016,24.29707,-28.38651,1121623250,1121623240,31051.1,81.7,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159410,25.904444,-27.840278,1121617610,1121616960,17258.8,129.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C4H002,25.90472,-27.84027,1121617610,1121616960,17258.8,129.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C4H011,25.90888,-27.84555,1121617610,1121616960,17258.8,129.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159413,26.12444444,-27.935,1121618670,1122283400,16222.1,36.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4,True
DWS_C4H004,26.12444,-27.935,1121618670,1122283400,16222.1,36.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159415,26.41805556,-28.14444444,1121620130,1122284120,7066.3,101.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.375,True
DWS_C4H015,26.41805,-28.144440000000003,1121620130,1122284120,7066.3,101.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159417,26.71916667,-28.11722222,1121620720,1122284350,7222.4,118.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.6153846153846153,True
DWS_C4H016,26.71916,-28.11722,1121620720,1122284350,7222.4,118.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C4H017,26.72527,-28.116659999999996,1121620720,1122284350,7222.4,118.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159419,26.72527778,-28.11666667,1121620550,1121620720,591.3,13.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.25,True
GRDC_1159450,24.07290156,-28.71149156,1121626030,1121626020,152696.1,53.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_C9H024,24.0729,-28.71149,1121626030,1121626020,152696.1,53.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159490,24.60069589,-28.51622689,1121624980,1121624800,116350.5,135.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4615384615384615,True
GRDC_1159500,24.603056,-28.498889,1121624980,1121624800,116350.5,135.4,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C9H005,24.60319,-28.499,1121624980,1121624800,116350.5,135.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C9H009,24.60069,-28.51622,1121624980,1121624800,116350.5,135.4,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159510,26.613056,-27.398333,1121613580,1121613540,7965.7,226.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.2424242424242424,True
GRDC_1159511,26.625556,-27.399722,1121613580,1121613540,7965.7,226.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C6H002,26.61333,-27.39861,1121613580,1121613540,7965.7,226.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C6H003,26.62555,-27.4,1121613580,1121613540,7965.7,226.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159512,27.996389,-27.935556,1122283550,1122283380,942.9,139.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_C6H004,27.99638,-27.93583,1122283550,1122283380,942.9,139.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159513,27.23694444,-27.67138889,1121616320,1121615640,3579.3,158.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_C6H007,27.23694,-27.67138,1121616320,1121615640,3579.3,158.9,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159520,27.285556,-27.355833,1122281490,1121612560,1000.9,191.1,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_C7H003,27.28555,-27.356109999999997,1122281490,1121612560,1000.9,191.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C7H014,27.28605,-27.35713,1122281490,1121612560,1000.9,191.1,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159525,27.00464,-27.04628,1121609740,1121609680,5866.8,150.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.5,True
DWS_C7H006,27.00464,-27.04628,1121609740,1121609680,5866.8,150.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159530,26.350556,-27.37,1121613460,1121613960,896.4,101.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,True,,True
DWS_C2H065,26.35083,-27.37,1121613460,1121613960,896.4,101.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159535,26.46388889,-27.38972222,1121613540,1121613960,80358.3,193.6,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.4,True
DWS_C2H022,26.50555,-27.39777,1121613540,1121613960,80358.3,193.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C2H061,26.46388,-27.38972,1121613540,1121613960,80358.3,193.6,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159540,26.233333,-27.560556,1121615490,1121615570,1456.4,235.0,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C2H067,26.2335,-27.560640000000003,1121615490,1121615570,1456.4,235.0,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159545,26.69808,-27.01011,1121610030,1121610920,63672.9,48.7,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.25,True
DWS_C2H007,26.698079999999997,-27.010109999999997,1121610030,1121610920,63672.9,48.7,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159546,26.81722,-26.91606,1121609190,1121610110,821.4,167.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.6666666666666666,True
DWS_C2H139,26.81722,-26.91606,1121609190,1121610110,821.4,167.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C2L001,26.80956,-26.834390000000003,1121609190,1121610110,821.4,167.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C2L002,26.83332,-26.84627,1121609190,1121610110,821.4,167.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159547,26.96428,-26.8805,1121608460,1121608450,5757.5,83.9,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,False,False,False,False,,False
DWS_C2H085,26.96428,-26.8805,1121608460,1121608450,5757.5,83.9,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159548,27.09033,-26.64428,1121606940,1121608000,3965.3,210.5,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.22222222222222224,True
DWS_C2H001,27.09033,-26.64428,1121606940,1121608000,3965.3,210.5,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159549,27.24811,-26.37022,1122277250,1121604330,1574.6,140.3,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.0,True
DWS_C2H033,27.326859999999996,-26.43722,1122277250,1121604330,1574.6,140.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C2H035,27.25466,-26.36941,1122277250,1121604330,1574.6,140.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
DWS_C2H069,27.248109999999997,-26.37022,1122277250,1121604330,1574.6,140.3,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
GRDC_1159550,27.20967,-26.97056,1122279940,1122279740,49299.4,135.2,AFRICA,19,GRDC_Stations-20220320.xlsx,False,True,True,True,True,False,0.20000000000000004,True
DWS_C2H018,27.209670000000003,-26.97056,1122279940,1122279740,49299.4,135.2,AFRICA,22,South_Africa_metadata,False,True,False,False,False,False,,False
